gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C18_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C19_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C20_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C21_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C22_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C23_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C24_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C25_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C26_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C27_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C28_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C29_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C30_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C31_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C32_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E10_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E11_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E12_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E13_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E14_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E15_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E16_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E1_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E2_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E3_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E4_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E5_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E6_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E7_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E8_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E9_R1_001.fastq.gz.sam.sorted.bam.merge.gtf
SymbC1.scaffold776.6,57,71,35,146,305,67,131,17,70,151,67,0,28,47,90,116,13,34,24,99,101,364,176,32,84,106,67,43,31,66,189,188
SymbC1.scaffold776.5,29,38,30,55,106,82,96,5,63,96,44,17,23,11,59,49,5,11,15,25,83,127,86,31,35,69,59,27,18,48,98,92
SymbC1.scaffold776.4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,10,0,0,0
SymbC1.scaffold30833.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold776.8,7,53,19,44,141,26,36,0,27,65,17,26,4,0,27,48,0,17,20,0,67,156,64,12,38,26,34,0,0,17,114,80
SymbC1.scaffold5.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2286.7,126,123,59,162,351,123,161,8,125,179,77,39,47,85,110,140,28,37,95,86,153,338,192,78,119,112,124,66,76,87,221,238
SymbC1.scaffold5.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7286.2,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18
SymbC1.scaffold2286.2,0,20,15,15,36,0,7,0,30,6,6,0,14,10,11,11,0,0,8,8,22,35,22,0,0,0,4,0,0,0,15,31
SymbC1.scaffold2286.3,13,0,0,0,86,40,31,0,18,45,25,0,0,10,26,18,0,0,14,51,38,65,36,14,27,45,35,21,14,0,60,74
SymbC1.scaffold19.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2286.1,22,29,17,44,129,5,35,0,24,38,29,0,14,23,31,44,0,0,10,23,48,120,17,14,5,25,19,17,8,20,83,80
SymbC1.scaffold2464.1,0,0,4,0,19,13,7,0,0,13,0,0,0,0,0,0,0,10,0,0,6,24,16,0,25,0,0,0,0,0,26,0
SymbC1.scaffold1805.4,0,0,0,0,17,0,0,0,0,11,0,0,0,0,8,0,4,0,0,0,0,13,4,0,0,0,0,0,0,4,10,0
SymbC1.scaffold10059.2,198,267,155,367,579,219,395,39,195,375,200,53,150,215,289,391,74,95,227,183,380,783,370,90,299,311,292,145,126,257,505,414
SymbC1.scaffold10059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold16.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7013.1,31,87,32,79,194,46,111,0,63,117,69,30,34,55,89,79,19,32,33,58,112,283,125,27,70,28,61,46,37,41,135,116
SymbC1.scaffold16.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold16.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold13528.1,0,22,25,25,86,27,40,0,22,24,19,0,0,0,10,17,0,0,0,28,47,82,33,13,19,19,31,0,6,19,37,42
SymbC1.scaffold10024.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold28479.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold20726.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9856.2,0,0,0,6,9,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,13,0,0,0,0,4,0,0,0,0,10,0
SymbC1.scaffold17.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6105.3,0,4,0,0,32,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,6,13,10,0,0,0,0,0,0,0,24,0
SymbC1.scaffold6105.1,27,45,48,58,159,44,70,0,63,138,44,12,32,35,57,40,0,29,12,57,84,194,67,27,55,32,75,37,40,45,114,81
SymbC1.scaffold12985.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2234.5,17,40,21,72,151,69,45,4,31,94,59,0,28,47,46,104,8,42,45,39,87,229,77,20,90,24,70,16,21,32,139,91
SymbC1.scaffold2234.4,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,5,6,0,0,0,0,0,0,0,0,12,0
SymbC1.scaffold2234.7,0,19,20,22,43,34,17,4,17,0,16,8,5,9,23,21,0,0,12,16,23,98,30,8,17,10,23,11,0,6,23,15
SymbC1.scaffold2234.6,13,20,0,0,58,0,32,0,31,41,18,0,16,14,11,0,0,9,5,16,34,70,33,15,0,24,0,14,7,0,41,37
SymbC1.scaffold2234.1,13,21,8,5,24,13,8,0,34,40,0,0,3,16,12,10,3,0,12,13,21,60,18,29,0,15,27,0,8,7,17,15
SymbC1.scaffold3066.8,43,48,15,93,148,65,90,0,68,65,60,23,11,67,107,77,45,0,39,33,73,227,77,35,55,61,100,0,42,31,183,78
SymbC1.scaffold2234.3,39,42,41,65,103,99,54,7,33,63,56,14,52,37,29,68,36,61,40,27,148,221,62,46,47,75,116,27,21,41,76,98
SymbC1.scaffold2234.2,12,45,0,18,38,30,25,0,29,36,39,11,40,10,9,63,19,18,9,29,43,110,35,17,53,55,63,39,11,24,74,43
SymbC1.scaffold3066.5,0,0,8,0,0,8,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0
SymbC1.scaffold3066.4,12,52,41,46,63,45,23,5,35,43,15,0,25,0,15,40,0,5,3,21,39,109,38,3,9,14,29,9,7,7,42,50
SymbC1.scaffold3066.7,20,57,19,31,138,59,39,0,31,72,41,0,0,31,0,30,0,0,0,0,54,161,0,21,0,0,0,41,0,20,84,58
SymbC1.scaffold6010.1,0,0,0,0,11,0,9,0,0,25,0,0,0,5,6,35,0,0,5,10,10,32,10,0,0,11,0,0,0,0,17,22
SymbC1.scaffold113.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3066.3,12,25,7,55,53,38,22,0,45,36,0,0,26,10,38,60,0,31,14,12,27,70,31,0,26,35,27,17,8,0,83,51
SymbC1.scaffold3066.2,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,18
SymbC1.scaffold6119.1,0,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,12
SymbC1.scaffold91.23,19,35,12,19,98,35,48,0,39,36,24,0,18,13,30,41,0,19,15,41,55,105,21,10,35,22,28,38,20,20,47,21
SymbC1.scaffold91.22,64,42,23,45,145,64,117,7,59,70,38,12,25,20,25,75,22,28,29,48,99,163,90,12,34,75,47,22,18,42,138,95
SymbC1.scaffold91.21,68,71,54,64,144,120,74,6,66,77,61,32,26,39,73,81,22,8,43,45,122,324,78,32,59,131,91,28,44,29,125,98
SymbC1.scaffold91.20,0,0,0,0,26,12,18,0,6,10,12,0,0,0,0,18,0,0,0,0,14,18,10,0,0,0,0,0,0,0,33,4
SymbC1.scaffold5535.5,5,0,0,0,28,13,14,0,0,0,0,0,4,0,11,19,0,0,0,0,0,0,19,0,10,0,11,4,0,7,21,9
SymbC1.scaffold5308.2,7,15,0,0,27,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,46,19,0,0,0,17,0,0,0,0,27
SymbC1.scaffold6682.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3881.8,0,10,0,7,7,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,25,0,6,3,0,0,0,4,0,0,7
SymbC1.scaffold3881.9,14,27,0,46,74,29,46,6,23,55,14,0,11,10,13,69,7,39,28,11,50,119,57,5,28,57,44,27,27,40,31,27
SymbC1.scaffold3014.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3881.4,3,0,13,23,22,12,19,5,8,16,15,0,17,0,4,7,0,5,0,4,15,42,24,3,14,7,8,10,17,4,21,20
SymbC1.scaffold3881.5,45,70,21,61,113,75,73,12,52,57,38,35,18,30,119,63,11,21,38,74,56,220,128,25,72,28,60,34,28,44,101,162
SymbC1.scaffold3881.6,14,17,35,46,91,22,45,0,11,57,15,8,14,41,37,34,24,11,10,14,24,65,45,14,31,39,19,32,16,11,65,46
SymbC1.scaffold3881.7,32,47,8,45,84,14,31,5,48,54,13,8,26,15,23,31,8,26,16,19,57,89,46,6,49,56,23,14,5,20,73,60
SymbC1.scaffold4200.2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,6,0,0,0,0,0
SymbC1.scaffold4200.3,51,92,33,142,369,131,158,6,88,128,137,28,86,77,152,130,20,53,63,77,109,278,234,57,106,84,128,61,49,84,309,220
SymbC1.scaffold3881.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SymbC1.scaffold4200.1,56,93,38,117,116,39,83,0,52,47,51,0,41,0,37,52,20,30,10,23,93,189,64,44,60,54,48,38,22,39,146,119
SymbC1.scaffold2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold746.2,58,84,23,68,226,79,91,4,71,94,64,18,33,90,105,88,0,37,26,44,83,224,110,43,86,45,80,45,42,49,165,78
SymbC1.scaffold746.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold746.1,31,35,19,52,131,32,84,15,29,50,30,8,16,32,32,50,6,24,0,12,84,119,96,27,33,51,64,43,0,0,113,92
SymbC1.scaffold746.6,29,0,0,0,64,22,65,0,36,29,0,0,0,11,45,0,0,0,25,0,0,129,45,0,0,0,0,0,0,0,96,65
SymbC1.scaffold2254.5,4,0,4,1,0,0,0,0,6,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
SymbC1.scaffold746.5,0,55,10,32,169,55,42,0,16,106,35,0,21,0,36,47,0,0,0,0,46,176,53,22,53,42,40,0,17,18,104,109
SymbC1.scaffold8020.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2595.2,0,0,0,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
SymbC1.scaffold5452.6,42,75,27,53,148,73,73,0,64,70,33,15,61,54,43,120,0,13,28,36,89,178,75,39,61,39,60,35,13,57,107,68
SymbC1.scaffold5452.4,0,4,0,8,14,12,10,0,0,7,6,4,0,6,14,7,0,0,0,9,23,23,8,6,5,8,8,0,3,4,14,23
SymbC1.scaffold5452.5,0,36,0,36,78,0,47,0,30,44,23,0,21,0,29,69,0,12,10,18,22,65,23,0,22,23,42,15,18,0,67,30
SymbC1.scaffold5452.2,0,0,0,3,11,2,5,0,7,12,2,3,0,8,0,2,0,0,0,4,22,12,0,0,0,0,12,0,0,0,13,5
SymbC1.scaffold5452.3,7,0,0,9,18,6,0,0,3,0,0,2,0,0,0,8,0,0,0,4,0,13,0,5,0,0,0,0,5,4,14,5
SymbC1.scaffold5452.1,27,39,23,23,139,43,37,0,25,85,27,0,29,46,41,29,0,16,9,28,48,135,47,55,47,46,28,13,26,35,122,38
SymbC1.scaffold5543.1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5543.4,8,6,0,3,43,8,8,0,20,0,0,0,0,0,0,26,0,0,0,0,12,0,0,0,24,20,21,0,11,0,0,32
SymbC1.scaffold4.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold778.5,0,20,5,22,26,9,29,0,20,13,24,0,0,7,0,12,0,13,14,12,23,33,0,10,0,0,18,0,0,9,43,25
SymbC1.scaffold778.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold18.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold778.6,3,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0
SymbC1.scaffold12784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold778.3,0,0,0,0,23,0,5,0,9,0,0,0,0,9,5,9,5,0,0,0,14,24,0,8,18,0,0,0,4,12,32,0
SymbC1.scaffold18.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3520.2,17,12,0,23,40,12,13,0,4,21,12,7,6,12,21,21,0,0,0,16,26,32,32,31,35,20,11,10,13,7,42,34
SymbC1.scaffold3520.3,5,0,0,0,13,3,0,0,0,11,14,0,0,0,0,15,0,0,0,3,0,26,5,5,0,0,0,4,0,0,0,14
SymbC1.scaffold3520.1,56,69,28,97,205,79,116,0,58,129,59,27,43,57,84,94,16,34,33,37,116,344,85,36,102,68,69,39,47,59,146,137
SymbC1.scaffold1922.2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1922.3,30,34,0,39,42,34,49,0,20,32,24,0,26,0,16,34,9,19,39,19,16,113,45,34,39,22,20,24,24,0,44,44
SymbC1.scaffold1922.1,12,0,0,12,65,14,18,0,0,32,0,0,0,0,33,44,11,18,0,0,43,48,0,27,16,23,54,17,19,17,57,33
SymbC1.scaffold1922.6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10,0,14,0,0,0,0,0,10,0
SymbC1.scaffold1922.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1922.5,8,0,0,12,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,9,16,0,23,18,0,0,10,0,0,13,8
SymbC1.scaffold18955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5126.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2974.2,0,7,0,0,17,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,30,0
SymbC1.scaffold2974.3,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,9,0,0,0,6,7,14,8,0,0,0,0,0,0,7,0,9
SymbC1.scaffold2974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8712.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold504.1,0,0,25,39,93,10,57,0,36,40,32,0,20,12,39,64,0,0,16,17,43,130,31,0,26,38,49,0,16,13,90,35
SymbC1.scaffold2.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1362.6,0,0,0,0,52,8,7,0,0,0,0,0,5,6,13,10,0,0,0,0,0,30,0,0,18,0,10,0,0,0,9,0
SymbC1.scaffold11803.1,0,0,0,15,15,16,27,0,10,9,7,0,0,20,0,8,0,0,3,0,0,28,5,0,0,10,0,0,0,0,16,3
SymbC1.scaffold9866.2,0,18,23,0,78,34,37,0,28,96,16,0,9,23,13,43,0,13,0,15,54,69,11,13,12,23,38,0,22,0,71,33
SymbC1.scaffold6940.2,791,889,575,1125,3104,1154,1302,155,1020,1936,1149,283,772,584,1049,1331,226,499,722,623,1316,3310,1548,768,776,1100,1097,514,543,1010,2202,1324
SymbC1.scaffold32916.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6940.1,61,78,67,78,318,134,115,15,89,196,109,24,65,70,81,111,35,51,55,74,124,455,142,52,59,141,113,71,61,104,222,167
SymbC1.scaffold80.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold8833.1,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SymbC1.scaffold80.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold80.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6463.3,24,18,6,26,51,0,0,0,20,43,27,0,22,0,23,0,0,0,0,15,34,45,0,7,9,36,0,0,16,0,45,30
SymbC1.scaffold6463.2,54,59,34,108,228,114,115,12,82,179,76,31,36,36,105,175,0,35,32,50,122,261,101,54,91,86,88,68,31,77,160,116
SymbC1.scaffold6463.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold113.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold32665.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2660.1,0,8,0,0,4,0,0,0,13,0,0,0,17,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
SymbC1.scaffold87.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold539.2,0,0,16,42,50,0,17,0,18,20,28,0,0,16,12,22,5,15,0,9,48,72,21,0,16,27,21,0,0,33,38,27
SymbC1.scaffold539.3,234,221,142,307,597,281,404,77,302,411,356,70,156,154,248,414,78,115,122,177,453,912,292,168,156,283,181,182,133,268,630,361
SymbC1.scaffold539.1,9,27,6,38,68,15,27,0,37,46,20,7,31,13,14,30,6,8,10,32,52,82,51,0,39,14,33,8,17,0,54,50
SymbC1.scaffold539.6,11,10,4,0,58,33,13,0,19,0,0,0,20,0,16,18,0,0,0,0,27,55,30,18,0,19,31,17,18,16,23,39
SymbC1.scaffold539.7,20,32,0,36,47,18,19,0,9,58,26,0,17,23,19,20,0,0,20,16,29,54,42,25,18,59,40,9,0,18,37,57
SymbC1.scaffold539.4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,7,8,0,0,0,0,0,0,0,0,4,0
SymbC1.scaffold539.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3998.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3998.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3998.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3828.1,0,3,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,7,4
SymbC1.scaffold4.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3774.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3774.2,9,21,0,5,39,18,25,0,9,26,22,0,0,0,13,0,0,0,0,19,13,37,20,0,10,6,15,6,6,0,40,19
SymbC1.scaffold3774.1,0,3,0,8,14,0,12,0,16,6,0,0,0,14,0,10,0,6,0,0,0,16,0,14,6,6,3,0,0,15,10,11
SymbC1.scaffold4.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9664.3,17,29,12,38,58,22,22,0,28,33,26,0,15,19,35,50,0,0,0,14,38,98,25,22,0,48,0,24,18,38,91,50
SymbC1.scaffold9664.2,164,247,105,307,585,205,316,48,215,339,199,72,138,189,249,365,35,154,123,121,325,696,341,134,205,190,222,168,132,134,509,307
SymbC1.scaffold5116.3,0,0,0,0,0,55,0,0,0,0,22,0,0,0,0,0,0,0,0,0,46,123,0,0,0,69,44,0,0,0,0,0
SymbC1.scaffold5116.2,0,0,6,0,25,0,26,0,8,13,0,0,5,0,0,10,0,0,0,0,0,90,18,18,0,0,28,10,0,12,11,14
SymbC1.scaffold5116.1,12,30,0,28,44,24,37,0,23,47,48,10,24,0,27,26,13,25,6,0,35,75,46,8,30,28,16,13,11,23,58,40
SymbC1.scaffold5116.5,13,30,0,0,51,36,61,0,0,35,23,0,0,0,0,47,0,0,0,0,0,103,38,0,37,48,0,25,0,22,54,29
SymbC1.scaffold5116.4,9,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,6,0,9,0,0,7,8,0,0,0,0,0,12,0
SymbC1.scaffold2.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2136.4,18,24,0,29,71,64,0,0,78,36,45,0,30,33,49,67,13,12,12,0,82,87,95,45,28,23,49,0,0,10,96,56
