"","gene_id","GO.term","Function"
"3988","Pver_g10601","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3989","Pver_g10632","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3990","Pver_g11117","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3991","Pver_g11462","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3992","Pver_g11547","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3993","Pver_g12082","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3994","Pver_g12930","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3995","Pver_g13392","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3996","Pver_g13599","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3997","Pver_g14107","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3998","Pver_g14249","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"3999","Pver_g14484","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4000","Pver_g14528","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4001","Pver_g15154","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4002","Pver_g15280","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4003","Pver_g16066","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4004","Pver_g16164","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4005","Pver_g16165","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4006","Pver_g16642","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4007","Pver_g16644","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4008","Pver_g17234","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4009","Pver_g17511","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4010","Pver_g18085","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4011","Pver_g18370","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4012","Pver_g18470","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4013","Pver_g18471","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4014","Pver_g18472","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4015","Pver_g18473","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4016","Pver_g18474","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4017","Pver_g18506","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4018","Pver_g18787","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4019","Pver_g19061","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4020","Pver_g19165","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4021","Pver_g19167","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4022","Pver_g19824","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4023","Pver_g20281","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4024","Pver_g20514","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4025","Pver_g21257","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4026","Pver_g22816","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4027","Pver_g22817","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4028","Pver_g22818","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4029","Pver_g22935","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4030","Pver_g22936","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4031","Pver_g22937","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4032","Pver_g22938","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4033","Pver_g23577","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4034","Pver_g23664","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4035","Pver_g23671","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4036","Pver_g23773","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4037","Pver_g23805","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4038","Pver_g23957","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4039","Pver_g23973","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4040","Pver_g24009","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4041","Pver_g24015","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4042","Pver_g24021","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4043","Pver_g24138","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4044","Pver_g24240","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4045","Pver_g24474","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4046","Pver_g24701","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4047","Pver_g24703","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4048","Pver_g24874","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4049","Pver_g24981","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4050","Pver_g25032","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4051","Pver_g25180","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4052","Pver_g25272","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4053","Pver_g25275","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4054","Pver_g25481","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4055","Pver_g25765","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4056","Pver_g25954","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4057","Pver_g26073","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4058","Pver_g26126","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4059","Pver_novel_71_5de57afd","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4060","Pver_novel_247_5de57afd","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4061","Pver_g1510","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4062","Pver_g1999","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4063","Pver_g2237","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4064","Pver_g2267","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4065","Pver_g2285","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4066","Pver_g2287","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4067","Pver_g3636","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4068","Pver_g4709","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4069","Pver_g6089","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4070","Pver_g6097","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4071","Pver_g6303","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4072","Pver_g6632","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4073","Pver_g6816","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4074","Pver_g7971","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4075","Pver_g13090","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4076","Pver_g14248","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4077","Pver_g16584","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4078","Pver_g19977","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4079","Pver_g19978","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4080","Pver_g24049","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4081","Pver_g24582","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4082","Pver_g25895","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4083","Pver_g26236","Transmembrane transporter activity","Symbiotic nutrient exchange and signaling pathways"
"4084","Pver_g3329","2-oxoglutarate metabolic process","Nutrient metabolism"
"4085","Pver_g3352","2-oxoglutarate metabolic process","Nutrient metabolism"
"4086","Pver_g5253","2-oxoglutarate metabolic process","Nutrient metabolism"
"4087","Pver_g7102","2-oxoglutarate metabolic process","Nutrient metabolism"
"4088","Pver_g7516","2-oxoglutarate metabolic process","Nutrient metabolism"
"4089","Pver_g8194","2-oxoglutarate metabolic process","Nutrient metabolism"
"4090","Pver_g9391","2-oxoglutarate metabolic process","Nutrient metabolism"
"4091","Pver_g10928","2-oxoglutarate metabolic process","Nutrient metabolism"
"4092","Pver_g13947","2-oxoglutarate metabolic process","Nutrient metabolism"
"4093","Pver_g15369","2-oxoglutarate metabolic process","Nutrient metabolism"
"4094","Pver_g15371","2-oxoglutarate metabolic process","Nutrient metabolism"
"4095","Pver_g15374","2-oxoglutarate metabolic process","Nutrient metabolism"
"4096","Pver_g16144","2-oxoglutarate metabolic process","Nutrient metabolism"
"4097","Pver_g16463","2-oxoglutarate metabolic process","Nutrient metabolism"
"4098","Pver_g16819","2-oxoglutarate metabolic process","Nutrient metabolism"
"4099","Pver_g20552","2-oxoglutarate metabolic process","Nutrient metabolism"
"4100","Pver_g264","Arginine catabolic process","Nutrient metabolism"
"4101","Pver_g1298","Arginine catabolic process","Nutrient metabolism"
"4102","Pver_g5257","Arginine catabolic process","Nutrient metabolism"
"4103","Pver_g9357","Arginine catabolic process","Nutrient metabolism"
"4104","Pver_g9359","Arginine catabolic process","Nutrient metabolism"
"4105","Pver_g13774","Arginine catabolic process","Nutrient metabolism"
"4106","Pver_g21322","Arginine catabolic process","Nutrient metabolism"
"4107","Pver_g24003","Arginine catabolic process","Nutrient metabolism"
"4108","Pver_g24086","Arginine catabolic process","Nutrient metabolism"
"4109","Pver_g24887","Arginine catabolic process","Nutrient metabolism"
