GO_id,term,GOSlim_bin
GO:0080023,F,other molecular function
GO:0080024,P,other metabolic processes
GO:0080025,F,other molecular function
GO:0080026,P,other biological processes
GO:0080027,P,other biological processes
GO:0080028,P,other metabolic processes
GO:0080029,P,other biological processes
GO:0080030,F,other molecular function
GO:0080031,F,other molecular function
GO:0080032,F,other molecular function
GO:0080033,P,other biological processes
GO:0080034,P,other biological processes
GO:0080035,P,other metabolic processes
GO:0080036,P,signal transduction
GO:0080037,P,signal transduction
GO:0080038,P,signal transduction
GO:0080039,F,other molecular function
GO:0080040,P,stress response
GO:0080041,F,other molecular function
GO:0080042,F,other molecular function
GO:0080043,F,other molecular function
GO:0080044,F,other molecular function
GO:0080045,F,other molecular function
GO:0080046,F,other molecular function
GO:0080047,F,other molecular function
GO:0080048,F,other molecular function
GO:0080049,F,other molecular function
GO:0080050,P,developmental processes
GO:0080051,P,transport
GO:0080052,P,other biological processes
GO:0080053,P,other biological processes
GO:0080054,F,transporter activity
GO:0080055,P,transport
GO:0080056,P,developmental processes
GO:0080057,P,developmental processes
GO:0080058,P,protein metabolism
GO:0080059,F,other molecular function
GO:0080060,P,developmental processes
GO:0080061,F,other molecular function
GO:0080062,F,other molecular function
GO:0080064,F,other molecular function
GO:0080065,F,other molecular function
GO:0080066,F,other molecular function
GO:0080067,F,other molecular function
GO:0080068,F,other molecular function
GO:0080069,F,other molecular function
GO:0080070,F,other molecular function
GO:0080071,F,other molecular function
GO:0080072,F,other molecular function
GO:0080073,F,other molecular function
GO:0080074,F,other molecular function
GO:0080075,F,other molecular function
GO:0080076,F,other molecular function
GO:0080077,F,other molecular function
GO:0080078,F,other molecular function
GO:0080079,F,other molecular function
GO:0080081,F,other molecular function
GO:0080082,F,other molecular function
GO:0080083,F,other molecular function
GO:0080084,F,nucleic acid binding activity
GO:0080085,C,other cellular component
GO:0080086,P,developmental processes
GO:0080088,P,other metabolic processes
GO:0080089,F,other molecular function
GO:0080090,P,other metabolic processes
GO:0080091,P,other metabolic processes
GO:0080092,P,developmental processes
GO:0080092,P,cell organization and biogenesis
GO:0080093,P,other metabolic processes
GO:0080094,P,other biological processes
GO:0080095,F,other molecular function
GO:0080096,F,other molecular function
GO:0080097,F,other molecular function
GO:0080098,F,other molecular function
GO:0080099,F,other molecular function
GO:0080100,F,other molecular function
GO:0080101,F,other molecular function
GO:0080102,F,other molecular function
GO:0080103,F,other molecular function
GO:0080104,F,other molecular function
GO:0080105,F,other molecular function
GO:0080106,F,other molecular function
GO:0080107,F,other molecular function
GO:0080108,F,other molecular function
GO:0080109,F,other molecular function
GO:0080110,P,other metabolic processes
GO:0080110,P,developmental processes
GO:0080110,P,cell organization and biogenesis
GO:0080111,P,DNA metabolism
GO:0080112,P,developmental processes
GO:0080113,P,developmental processes
GO:0080114,P,other metabolic processes
GO:0080115,F,cytoskeletal activity
GO:0080116,F,other molecular function
GO:0080117,P,other biological processes
GO:0080118,F,other molecular function
GO:0080119,P,cell organization and biogenesis
GO:0080120,P,protein metabolism
GO:0080121,P,transport
GO:0080122,F,transporter activity
GO:0080123,F,other molecular function
GO:0080124,F,other molecular function
GO:0080125,P,developmental processes
GO:0080126,P,developmental processes
GO:0080127,P,developmental processes
GO:0080128,P,developmental processes
GO:0080129,P,cell organization and biogenesis
GO:0080130,F,other molecular function
GO:0080131,F,other molecular function
GO:0080132,F,other molecular function
GO:0080133,F,other molecular function
GO:0080134,P,stress response
GO:0080135,P,stress response
GO:0080136,P,stress response
GO:0080138,F,transporter activity
GO:0080139,F,transporter activity
GO:0080140,P,other metabolic processes
GO:0080141,P,other metabolic processes
GO:0080142,P,other metabolic processes
GO:0080143,P,transport
GO:0080144,P,other biological processes
GO:0080145,P,other biological processes
GO:0080146,F,other molecular function
GO:0080147,P,developmental processes
GO:0080148,P,stress response
GO:0080149,P,stress response
GO:0080149,P,protein metabolism
GO:0080150,F,other molecular function
GO:0080151,P,signal transduction
GO:0080152,P,other metabolic processes
GO:0080153,P,other metabolic processes
GO:0080154,P,other biological processes
GO:0080155,P,other biological processes
GO:0080156,P,RNA metabolism
GO:0080157,P,other biological processes
GO:0080158,P,other biological processes
GO:0080159,P,developmental processes
GO:0080159,P,cell organization and biogenesis
GO:0080160,P,transport
GO:0080161,F,transporter activity
GO:0080162,P,transport
GO:0080163,P,other metabolic processes
GO:0080164,P,other metabolic processes
GO:0080165,P,other biological processes
GO:0080166,P,developmental processes
GO:0080167,P,other biological processes
GO:0080168,P,transport
GO:0080169,P,stress response
GO:0080170,P,transport
GO:0080171,P,cell organization and biogenesis
GO:0080172,P,developmental processes
GO:0080173,P,other biological processes
GO:0080175,P,cell organization and biogenesis
GO:0080176,F,other molecular function
GO:0080177,P,cell organization and biogenesis
GO:0080178,P,other metabolic processes
GO:0080179,P,other metabolic processes
GO:0080180,P,other metabolic processes
GO:0080181,P,developmental processes
GO:0080182,P,protein metabolism
GO:0080182,P,cell organization and biogenesis
GO:0080183,P,stress response
GO:0080184,P,other biological processes
GO:0080185,P,stress response
GO:0080186,P,other biological processes
GO:0080187,P,developmental processes
GO:0080188,P,DNA metabolism
GO:0085000,P,other biological processes
GO:0085001,P,other biological processes
GO:0085002,P,other biological processes
GO:0085003,P,other biological processes
GO:0085004,P,other biological processes
GO:0085005,P,other biological processes
GO:0085006,P,other biological processes
GO:0085007,P,other biological processes
GO:0085008,P,other biological processes
GO:0085009,P,other biological processes
GO:0085010,P,other biological processes
GO:0085011,P,other biological processes
GO:0085012,P,other biological processes
GO:0085013,P,other biological processes
GO:0085014,P,other biological processes
GO:0085015,P,other biological processes
GO:0085016,P,other biological processes
GO:0085017,P,other biological processes
GO:0085018,P,other biological processes
GO:0085019,P,other biological processes
GO:0085020,P,protein metabolism
GO:0085021,P,other biological processes
GO:0085022,P,other biological processes
GO:0085023,P,other biological processes
GO:0085024,P,other biological processes
GO:0085025,P,other biological processes
GO:0085026,C,non-structural extracellular
GO:0085027,P,other biological processes
GO:0085028,P,other biological processes
GO:0085029,P,cell organization and biogenesis
GO:0085030,P,other biological processes
GO:0085031,P,other biological processes
GO:0085032,P,signal transduction
GO:0085033,P,signal transduction
GO:0085034,P,signal transduction
GO:0085035,C,other cellular component
GO:0085036,C,non-structural extracellular
GO:0085037,C,non-structural extracellular
GO:0085039,C,non-structural extracellular
GO:0085040,C,non-structural extracellular
GO:0085041,C,other cellular component
GO:0085042,C,non-structural extracellular
GO:0085044,P,other biological processes
GO:0086001,P,other biological processes
GO:0086002,P,other biological processes
GO:0086003,P,other biological processes
GO:0086004,P,other biological processes
GO:0086005,P,other biological processes
GO:0086006,F,transporter activity
GO:0086007,F,transporter activity
GO:0086008,F,transporter activity
GO:0086009,P,transport
GO:0086010,P,other biological processes
GO:0086011,P,transport
GO:0086012,P,other biological processes
GO:0086013,P,transport
GO:0086014,P,cell-cell signaling
GO:0086015,P,cell-cell signaling
GO:0086016,P,cell-cell signaling
GO:0086017,P,cell-cell signaling
GO:0086018,P,cell-cell signaling
GO:0086019,P,cell-cell signaling
GO:0086020,F,transporter activity
GO:0086021,P,other biological processes
GO:0086022,P,cell adhesion
GO:0086023,P,signal transduction
GO:0086024,P,signal transduction
GO:0086026,P,cell-cell signaling
GO:0086027,P,cell-cell signaling
GO:0086028,P,cell-cell signaling
GO:0086029,P,cell-cell signaling
GO:0086030,P,signal transduction
GO:0086033,P,signal transduction
GO:0086036,P,other biological processes
GO:0086037,F,transporter activity
GO:0086038,F,transporter activity
GO:0086039,F,transporter activity
GO:0086040,F,transporter activity
GO:0086041,F,transporter activity
GO:0086042,P,cell adhesion
GO:0086043,P,cell-cell signaling
GO:0086044,P,other biological processes
GO:0086045,P,cell-cell signaling
GO:0086046,P,cell-cell signaling
GO:0086047,P,cell-cell signaling
GO:0086048,P,cell-cell signaling
GO:0086049,P,transport
GO:0086049,P,cell-cell signaling
GO:0086050,P,transport
GO:0086050,P,cell-cell signaling
GO:0086051,P,transport
GO:0086051,P,cell-cell signaling
GO:0086052,P,transport
GO:0086052,P,cell-cell signaling
GO:0086053,P,other biological processes
GO:0086054,P,other biological processes
GO:0086055,P,other biological processes
GO:0086056,F,transporter activity
GO:0086057,F,transporter activity
GO:0086058,F,transporter activity
GO:0086059,F,transporter activity
GO:0086060,F,transporter activity
GO:0086061,F,transporter activity
GO:0086062,F,transporter activity
GO:0086063,F,transporter activity
GO:0086064,P,other biological processes
GO:0086065,P,other biological processes
GO:0086066,P,other biological processes
GO:0086067,P,other biological processes
GO:0086068,P,other biological processes
GO:0086069,P,other biological processes
GO:0086070,P,other biological processes
GO:0086071,P,cell adhesion
GO:0086072,P,cell adhesion
GO:0086073,P,cell adhesion
GO:0086074,P,cell adhesion
GO:0086075,F,transporter activity
GO:0086076,F,transporter activity
GO:0086077,F,transporter activity
GO:0086078,F,transporter activity
GO:0086079,F,transporter activity
GO:0086080,F,other molecular function
GO:0086081,F,other molecular function
GO:0086082,F,other molecular function
GO:0086083,F,other molecular function
GO:0086084,F,other molecular function
GO:0086085,F,other molecular function
GO:0086086,F,transporter activity
GO:0086087,F,transporter activity
GO:0086088,F,transporter activity
GO:0086089,F,transporter activity
GO:0086090,F,transporter activity
GO:0086091,P,other biological processes
GO:0086092,P,other biological processes
GO:0086093,P,signal transduction
GO:0086094,P,signal transduction
GO:0086094,P,transport
GO:0086095,P,signal transduction
GO:0086095,P,transport
